product_id,program_id,color_code,color_name,collection,cloth_code,source_page,source_price_group,ancillary_price_group,unit,status,exception
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F2076,Light Fawn,Ashley,AA0387,27,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F2076,Light Fawn,Ashley,AA0387,27,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F2081,Diamond,Whispering Willow,AB06103,27,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F2081,Diamond,Whispering Willow,AB06103,27,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F2082,Dove,Whispering Willow,AB06103,27,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F2082,Dove,Whispering Willow,AB06103,27,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F2083,Cottage Straw,Whispering Willow,AB06103,27,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F2083,Cottage Straw,Whispering Willow,AB06103,27,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1057,Champagne 2598,Libeco Belgian Linen,AA0902,28,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1057,Champagne 2598,Libeco Belgian Linen,AA0902,28,3,B,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1058,Gray 3232,Libeco Belgian Linen,AA0902,28,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1058,Gray 3232,Libeco Belgian Linen,AA0902,28,3,B,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1051,Warm Gray 8029,Libeco Belgian Linen,AA0901,28,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1051,Warm Gray 8029,Libeco Belgian Linen,AA0901,28,3,C,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1061,Sag Harbor 0006,Libeco Belgian Linen,AB0704,28,3,3,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1061,Sag Harbor 0006,Libeco Belgian Linen,AB0704,28,3,C,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0193,Vanilla Ice,Lorraine,AB0204,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0193,Vanilla Ice,Lorraine,AB0204,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0194,Sand,Lorraine,AB0204,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0194,Sand,Lorraine,AB0204,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0195,Espresso,Lorraine,AB0204,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0195,Espresso,Lorraine,AB0204,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0196,Sedona Sage,Lorraine,AB0204,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0196,Sedona Sage,Lorraine,AB0204,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0031,Black Gingham,Lorraine,AB0103,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0031,Black Gingham,Lorraine,AB0103,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0058,Seal Brown,Lorraine,AA0201,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0058,Seal Brown,Lorraine,AA0201,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1916,Snow,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1916,Snow,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1917,Cream,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1917,Cream,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1918,Natural,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1918,Natural,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1919,Silverware,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1919,Silverware,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1920,Canvas,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1920,Canvas,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1921,Graphite,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1921,Graphite,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1922,Stone,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1922,Stone,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1923,Caviar,Sierra,AB06100,28,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1923,Caviar,Sierra,AB06100,28,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1089,Optic White,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1089,Optic White,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1090,Warm White,Caroline,AA0206-A,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1090,Warm White,Caroline,AA0206-A,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1102,Greige,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1102,Greige,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1091,Taupe,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1091,Taupe,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1092,Sky Gray,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1092,Sky Gray,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1093,Dove Gray,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1093,Dove Gray,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1094,Pale Green,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1094,Pale Green,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1095,Deep Khaki,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1095,Deep Khaki,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1096,Light Brown,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1096,Light Brown,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1097,Terra Cotta,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1097,Terra Cotta,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1098,Dark Brown,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1098,Dark Brown,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1099,Navy,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1099,Navy,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1100,Medium Blue,Caroline,AA0206,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1100,Medium Blue,Caroline,AA0206,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1621,Dusk Blue,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1621,Dusk Blue,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1622,Coronet Blue,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1622,Coronet Blue,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1623,Dark Shadow,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1623,Dark Shadow,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1624,Paloma,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1624,Paloma,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1625,Cloudburst,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1625,Cloudburst,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1626,Whitecap Gray,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1626,Whitecap Gray,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1627,Doeskin,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1627,Doeskin,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1628,Whisper White,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1628,Whisper White,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1629,Chalk White,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1629,Chalk White,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1631,Plum,Alma,AA0355,29,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1631,Plum,Alma,AA0355,29,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0229,Pearl White,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0229,Pearl White,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0232,Earth,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0232,Earth,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0231,Smoke,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0231,Smoke,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0234,Tarmac,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0234,Tarmac,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F0230,Neutral Gray,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F0230,Neutral Gray,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1957,Lotus White,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1957,Lotus White,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1976,Gentle Ash,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1976,Gentle Ash,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1977,Soft Sandstone,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1977,Soft Sandstone,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1978,Desert Beige,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1978,Desert Beige,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1979,Warm Mocha,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1979,Warm Mocha,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1980,Anthracite Gray,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1980,Anthracite Gray,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1981,Gray,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1981,Gray,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1982,Graphite,Windsor,AA0306-A,30,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1982,Graphite,Windsor,AA0306-A,30,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
