page,location,exact_current_phrase,proposed_replacement,status
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML h2,Custom window coverings for Santa Clarita spaces,Custom window coverings for Ventura County spaces,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML p,"For Santa Clarita projects, 805 Shutters reviews how each room is used before recommending window coverings. Bedrooms may need more privacy or room darkening, living areas may need glare control without losing natural light, and sliding doors or large windows may need products that stay easy to operate every day.","For Ventura County projects, 805 Shutters reviews how each room is used before recommending window coverings. Bedrooms may need more privacy or room darkening, living areas may need glare control without losing natural light, and sliding doors or large windows may need products that stay easy to operate every day.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML p,"805 Shutters provides in-home and in-office consultations for Santa Clarita customers comparing a wide range of window coverings. The visit can include shutters, shades, blinds, drapery, exterior shades, and commercial roller shades so customers can see which product best fits the window, the room, and the way the space is used.","805 Shutters provides in-home and in-office consultations for Ventura County customers comparing a wide range of window coverings. The visit can include shutters, shades, blinds, drapery, exterior shades, and commercial roller shades so customers can see which product best fits the window, the room, and the way the space is used.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML p,"Window covering projects in Santa Clarita may involve bedrooms, living rooms, sliding doors, storefronts, offices, schools, medical spaces, restaurants, and shared workspaces. 805 Shutters helps clients compare products before ordering so the finished installation looks intentional and performs well over time.","Window covering projects in Ventura County may involve bedrooms, living rooms, sliding doors, storefronts, offices, schools, medical spaces, restaurants, and shared workspaces. 805 Shutters helps clients compare products before ordering so the finished installation looks intentional and performs well over time.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML h2,North Los Angeles County and Santa Clarita installation support,Ventura County installation support,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML p,"805 Shutters serves Santa Clarita and nearby North Los Angeles County and Santa Clarita communities with measuring, product guidance, ordering, and professional installation. The goal is to help you understand cost, timing, materials, controls, and long-term maintenance before the project moves forward.","805 Shutters serves Ventura County and the approved service areas with measuring, product guidance, ordering, and professional installation. The goal is to help you understand cost, timing, materials, controls, and long-term maintenance before the project moves forward.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,HTML span,"Ventura County, North Los Angeles County, and Santa Clarita","Ventura County and Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].name,Window Coverings near Santa Clarita CA - 805 Shutters,Window Coverings near Ventura County - 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].description,"Window Coverings in Santa Clarita measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.","Window Coverings in Ventura County measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].primaryImageOfPage.caption,Window Coverings in Santa Clarita by 805 Shutters,Window Coverings in Ventura County by 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].name,Window Coverings in Santa Clarita,Window Coverings in Ventura County,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].description,"Window Coverings in Santa Clarita measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.","Window Coverings in Ventura County measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.",Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].image.caption,Window Coverings in Santa Clarita by 805 Shutters,Window Coverings in Ventura County by 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].serviceType,Santa Clarita service area,Ventura County service area,Proposal only; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[2].itemListElement[1].name,Window Coverings in Santa Clarita,Window Coverings in Ventura County,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML title,Window Treatments near Santa Clarita CA - 805 Shutters,Window Treatments near Ventura County - 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,Santa Clarita service area,Ventura County service area,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML h1,Window Treatments in Santa Clarita,Window Treatments in Ventura County,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,"805 Shutters helps Santa Clarita homeowners and businesses compare custom window treatments options for privacy, light control, room style, and budget.","805 Shutters helps Ventura County homeowners and businesses compare custom window treatments options for privacy, light control, room style, and budget.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML h2,Custom window treatments for Santa Clarita spaces,Custom window treatments for Ventura County spaces,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,"For Santa Clarita projects, 805 Shutters reviews how each room is used before recommending window treatments. Bedrooms may need more privacy or room darkening, living areas may need glare control without losing natural light, and sliding doors or large windows may need products that stay easy to operate every day.","For Ventura County projects, 805 Shutters reviews how each room is used before recommending window treatments. Bedrooms may need more privacy or room darkening, living areas may need glare control without losing natural light, and sliding doors or large windows may need products that stay easy to operate every day.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,"Window treatments in Santa Clarita can include shutters, shades, blinds, wood blinds, draperies, woven shades, roller shades, honeycomb shades, exterior shades, and commercial coverings. 805 Shutters helps customers compare these choices by privacy, light intake, temperature control, color, material, room design, and budget. Customers can also discuss existing coverings, replacement goals, product maintenance, and whether the project should be completed room by room or across the whole home.","Window treatments in Ventura County can include shutters, shades, blinds, wood blinds, draperies, woven shades, roller shades, honeycomb shades, exterior shades, and commercial coverings. 805 Shutters helps customers compare these choices by privacy, light intake, temperature control, color, material, room design, and budget. Customers can also discuss existing coverings, replacement goals, product maintenance, and whether the project should be completed room by room or across the whole home.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,"805 Shutters works with Santa Clarita homeowners and businesses that want quality window treatments without guessing from pictures alone. A consultation helps confirm measurements, colors, mounting details, controls, privacy goals, light exposure, and the best product mix before the order is placed.","805 Shutters works with Ventura County homeowners and businesses that want quality window treatments without guessing from pictures alone. A consultation helps confirm measurements, colors, mounting details, controls, privacy goals, light exposure, and the best product mix before the order is placed.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML h2,North Los Angeles County and Santa Clarita installation support,Ventura County installation support,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML p,"805 Shutters serves Santa Clarita and nearby North Los Angeles County and Santa Clarita communities with measuring, product guidance, ordering, and professional installation. The goal is to help you understand cost, timing, materials, controls, and long-term maintenance before the project moves forward.","805 Shutters serves Ventura County and the approved service areas with measuring, product guidance, ordering, and professional installation. The goal is to help you understand cost, timing, materials, controls, and long-term maintenance before the project moves forward.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,HTML span,"Ventura County, North Los Angeles County, and Santa Clarita","Ventura County and Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[0].name,Window Treatments near Santa Clarita CA - 805 Shutters,Window Treatments near Ventura County - 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[0].description,"Window Treatments in Santa Clarita measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.","Window Treatments in Ventura County measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[0].primaryImageOfPage.caption,Window Treatments in Santa Clarita by 805 Shutters,Window Treatments in Ventura County by 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[1].name,Window Treatments in Santa Clarita,Window Treatments in Ventura County,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[1].description,"Window Treatments in Santa Clarita measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.","Window Treatments in Ventura County measured and installed by 805 Shutters. Compare privacy, light control, colors, materials, controls, and local installation.",Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[1].image.caption,Window Treatments in Santa Clarita by 805 Shutters,Window Treatments in Ventura County by 805 Shutters,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[1].serviceType,Santa Clarita service area,Ventura County service area,Proposal only; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,JSON-LD $[1].@graph[2].itemListElement[1].name,Window Treatments in Santa Clarita,Window Treatments in Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML title,"Commercial Window Coverings Santa Clarita CA | Office, Retail & Warehouse Shades | 805 Shutters","Commercial Window Coverings Ventura County | Office, Retail & Warehouse Shades | 805 Shutters",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,Santa Clarita commercial,Ventura County commercial,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h1,Commercial Window Coverings in Santa Clarita,Commercial Window Coverings in Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"805 Shutters helps Santa Clarita offices, storefronts, schools, and commercial properties control glare, heat, privacy, and appearance with commercial roller shades, solar shades, blinds, and window coverings measured and installed by a local Ventura County team.","805 Shutters helps Ventura County offices, storefronts, schools, and commercial properties control glare, heat, privacy, and appearance with commercial roller shades, solar shades, blinds, and window coverings measured and installed by a local Ventura County team.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,Commercial Spaces We Serve In Santa Clarita,Commercial Spaces We Serve In Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"805 Shutters installs commercial window coverings throughout Santa Clarita, including Santa Clarita offices, storefronts, schools, and commercial properties. Whether the project is a single suite or a full building, we match the shade or blind to how the space is used, who sees it, and the sun it takes.","805 Shutters installs commercial window coverings throughout Ventura County, including Ventura County offices, storefronts, schools, and commercial properties. Whether the project is a single suite or a full building, we match the shade or blind to how the space is used, who sees it, and the sun it takes.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,"Glare, Heat, And Privacy Control For Santa Clarita Buildings","Glare, Heat, And Privacy Control For Ventura County Buildings",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"Santa Clarita businesses deal with strong Southern California sun, screen glare in offices, heat load on west- and south-facing glass, and privacy on street-facing windows. The right commercial roller shade, solar shade, or blind keeps the space comfortable and professional without making it feel closed off — and worn or damaged blinds get replaced cleanly.","Ventura County businesses deal with strong Southern California sun, screen glare in offices, heat load on west- and south-facing glass, and privacy on street-facing windows. The right commercial roller shade, solar shade, or blind keeps the space comfortable and professional without making it feel closed off — and worn or damaged blinds get replaced cleanly.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"For Santa Clarita projects, product recommendations can include commercial roller shades, solar shades, blackout shades, honeycomb shades, faux wood blinds, vertical blinds, motorized shades, and phased replacement programs. The best fit depends on window size, mounting conditions, fabric openness, color, operation, building use, and how the glass should look from the street.","For Ventura County projects, product recommendations can include commercial roller shades, solar shades, blackout shades, honeycomb shades, faux wood blinds, vertical blinds, motorized shades, and phased replacement programs. The best fit depends on window size, mounting conditions, fabric openness, color, operation, building use, and how the glass should look from the street.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,Free Commercial Shade Audit For Santa Clarita Businesses,Free Commercial Shade Audit For Ventura County Businesses,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"The free commercial shade audit walks the property and reviews window count, glare, heat, privacy, damaged coverings, safety concerns, replacement priorities, and target timing. After the walkthrough, 805 Shutters recommends product options and provides budget direction before final measuring — for a single Santa Clarita office or a multi-building program.","The free commercial shade audit walks the property and reviews window count, glare, heat, privacy, damaged coverings, safety concerns, replacement priorities, and target timing. After the walkthrough, 805 Shutters recommends product options and provides budget direction before final measuring — for a single Ventura County office or a multi-building program.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,Do you install commercial window coverings in Santa Clarita?,Do you install commercial window coverings in Ventura County?,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"Yes. 805 Shutters installs commercial roller shades, solar shades, blinds, and window coverings for Santa Clarita offices, storefronts, schools, medical spaces, warehouses, and shared facilities, with local measuring and professional installation.","Yes. 805 Shutters installs commercial roller shades, solar shades, blinds, and window coverings for Ventura County offices, storefronts, schools, medical spaces, warehouses, and shared facilities, with local measuring and professional installation.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,Can you phase a Santa Clarita commercial project?,Can you phase a Ventura County commercial project?,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"Yes. Santa Clarita projects can be broken into priority rooms, buildings, or issues so the highest-impact glare, heat, privacy, or safety problems are handled first while staying inside budget and tenant schedules.","Yes. Ventura County projects can be broken into priority rooms, buildings, or issues so the highest-impact glare, heat, privacy, or safety problems are handled first while staying inside budget and tenant schedules.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,How do Santa Clarita commercial quotes work?,How do Ventura County commercial quotes work?,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,"Most Santa Clarita commercial quotes start with a site audit, then a field measure, then a written proposal that lists product type, room and window count, fabric and color, operation, exclusions, and installation timing so the scope is clear before anything is ordered.","Most Ventura County commercial quotes start with a site audit, then a field measure, then a written proposal that lists product type, room and window count, fabric and color, operation, exclusions, and installation timing so the scope is clear before anything is ordered.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML p,See the full commercial program and compare related Santa Clarita-area pages.,See the full commercial program and compare related Ventura County pages.,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML a,Window treatments in Santa Clarita,Window treatments in Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML h2,Schedule a free commercial shade audit in Santa Clarita,Schedule a free commercial shade audit in Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,HTML span,"Ventura County, North Los Angeles County, and Santa Clarita","Ventura County and Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].name,"Commercial Window Coverings Santa Clarita CA | Office, Retail & Warehouse Shades | 805 Shutters","Commercial Window Coverings Ventura County | Office, Retail & Warehouse Shades | 805 Shutters",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].description,"Commercial window coverings for Santa Clarita offices, storefronts, schools, medical spaces, and warehouses. Roller shades, solar shades, blinds, and a free commercial shade audit from 805 Shutters.","Commercial window coverings for Ventura County offices, storefronts, schools, medical spaces, and warehouses. Roller shades, solar shades, blinds, and a free commercial shade audit from 805 Shutters.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[0].primaryImageOfPage.caption,Commercial window coverings for a sunlit Santa Clarita workspace,Commercial window coverings for a sunlit workspace,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].name,Commercial Window Coverings in Santa Clarita,Commercial Window Coverings in Ventura County,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].description,"Commercial window coverings for Santa Clarita offices, storefronts, schools, medical spaces, and warehouses. Roller shades, solar shades, blinds, and a free commercial shade audit from 805 Shutters.","Commercial window coverings for Ventura County offices, storefronts, schools, medical spaces, and warehouses. Roller shades, solar shades, blinds, and a free commercial shade audit from 805 Shutters.",Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].image.caption,Commercial window coverings for a sunlit Santa Clarita workspace,Commercial window coverings for a sunlit workspace,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[1].areaServed[0].name,Santa Clarita,Remove this unapproved area; retain Ventura County + the 14 approved areas (do not add a duplicate option).,Proposal only; unchanged
https://www.805shutters.com/commercial-window-coverings/santa-clarita-ca/,JSON-LD $[1].@graph[2].itemListElement[2].name,Santa Clarita Commercial Window Coverings,Ventura County Commercial Window Coverings,Proposal only; unchanged
https://www.805shutters.com/book-consultation/,HTML p,"Ventura County, North Los Angeles County, and Santa Clarita","Ventura County and Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park",Proposal only; unchanged
https://www.805shutters.com/book-consultation/,HTML li,Santa Clarita,Remove this unapproved area; retain Ventura County + the 14 approved areas (do not add a duplicate option).,Proposal only; unchanged
https://www.805shutters.com/book-consultation/,HTML p,"805 Shutters serves Ventura County, North Los Angeles County, and Santa Clarita, including Camarillo, Thousand Oaks, Ventura, Oxnard, Simi Valley, Moorpark, Newbury Park, Westlake Village, and nearby communities.","805 Shutters serves Ventura County, including Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park.",Proposal only; unchanged
https://www.805shutters.com/book-consultation/,HTML span,"Ventura County, North Los Angeles County, and Santa Clarita","Ventura County and Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park",Proposal only; unchanged
https://www.805shutters.com/book-consultation/,JSON-LD $[1].@graph[2].mainEntity[2].acceptedAnswer.text,"805 Shutters serves Ventura County, North Los Angeles County, and Santa Clarita, including Camarillo, Thousand Oaks, Ventura, Oxnard, Simi Valley, Moorpark, Newbury Park, Westlake Village, and nearby communities.","805 Shutters serves Ventura County, including Oxnard, Ventura, Camarillo, Ojai, Simi Valley, Port Hueneme, Thousand Oaks, Fillmore, Moorpark, Oak Park, Westlake Village, Santa Paula, Santa Rosa Valley, and Newbury Park.",Proposal only; unchanged
