product,kind,id,name,basis,price,scope,source_pages,status,exception
perfectsheer,motor_accessory,automate_home:external_battery_pack,External Battery Pack,,230,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:repeater,Repeater,,272,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:15_channel_remote,15-Channel Remote,,140,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:5_channel_wall_switch,5-Channel Wall switch,,163,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:hub,Hub,,483,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:charging_kit_5v_1a_charging_box_adapter_charging_cable,"Charging kit (5V 1A Charging Box, Adapter, Charging Cable)",,103,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,automate_home:solar_panel,Solar Panel,,242,,[28],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,autowand:autowand,Autowand,,166,,[8],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,autowand:charging_kit,Charging Kit,,45,,[8],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,autowand:extension_cable,Extension Cable,,43,,[8],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:motor,Motor,,482,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:dual_motor_for_honeycomb,Dual Motor for Honeycomb,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:single_motor_for_skylights,Single Motor for Skylights,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:wired_charging_wand,Wired Charging Wand,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:wireless_charging_wand,Wireless Charging Wand,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:dc_connection_harness,DC Connection Harness,,11,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:power_distribution_panel,Power Distribution Panel,,931,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:hub,Hub,,321,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:repeater,Repeater,,107,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:smartdial_g2_remote,SmartDial G2 Remote,,268,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:color_rings_for_smartdial_g2_remote,Color Rings for SmartDial G2 Remote,,43,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:basic_remote_black,Basic Remote (black),,75,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:extension_pole_for_charging_wand,Extension Pole for Charging Wand,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:charging_extension_wand,Charging Extension Wand,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:extension_cable,Extension Cable,,43,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:charging_kit,Charging Kit,,43,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
perfectsheer,motor_accessory,smart_motorization:smartsense,SmartSense,,,,[7],UNRESOLVED EXCEPTION,"Wood-bracket assignment, four/five-keystone source conflict, common-valance Light Guard price scope, Automate extra-kit identity and cross-product shared accessories; current dealer comparison. All 31 source fabrics, motor tubes, hardware, custom/common valances and side-by-side choices now have implemented rules and production persistence evidence."
roller,surcharge,dual_shade,Dual shade,flat,73,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,smartrelease,SmartRelease,flat,89,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,coupled_shade,Coupled shade,flat,117,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,basic_light_guard,Basic Light Guard,flat,45,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,premium_wood_light_guard,Premium Wood Light Guard,flat,117,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,lightguard_360,LightGuard 360,flat,375,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,t_post_for_lg_360,T-Post for LG 360,flat,150,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,shim,Shim,flat,7,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,additional_fiberglass_pole,Additional fiberglass pole,flat,28,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,magnetic_hold_down,Magnetic hold down,flat,28,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,pole_attachment_only,Pole attachment only,flat,40,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,keystone,Keystone,flat,73,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,cordless_operating_pole_premium_hardware,Cordless operating pole | premium hardware,flat,89,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,premium_hem_bar,Premium hem bar,flat,16,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,fascia_wood_valance_3_1_2in_4_1_2in_and_6in,"Fascia, Wood Valance (3 1/2"", 4 1/2"" & 6"")",flat,,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,fabric_valance_3_1_2in_4_1_2in_and_6in,"Fabric Valance (3 1/2"", 4 1/2"" & 6"")",flat,,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,8in_fabric_valance_and_cassette,"8"" Fabric Valance & Cassette",flat,,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,surcharge,raceway,Raceway,flat,,unit,[20],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,configuration_field,mount_type,Mount,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,window_type,Window type,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,shade_type,Shade type,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,coupled_shade_count,Coupled shade count,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,lightguard_360_shade_count,LightGuard 360 shade count,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,control_side,Control side,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,lift_system,Lift system,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,valance,Valance,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,fabric_roll,Fabric roll,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,raceway,Raceway,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,hardware_type,Hardware type,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,hardware_color,Hardware color,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,hem_bar,Hem bar,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,hem_bar_color,Hem bar color,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,bottomrail,Hem bar / bottomrail,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,hard_surface_install,Hard-surface install,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,ladder_over_15ft,Ladder over 15 ft,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,requires_takedown,Existing treatment takedown,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,light_guard,Light guard,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,shim,Shim,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,additional_fiberglass_pole,Additional fiberglass pole,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,magnetic_hold_down,Magnetic hold down,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,pole_attachment_only,Pole attachment only,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,configuration_field,keystone,Keystone,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
roller,motor_accessory,automate_home:motor_rechargeable_battery_pack_or_ac_adapter,Motor (Rechargeable Battery Pack or AC Adapter),,,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:motor_rechargeable_battery_pack,Motor (Rechargeable Battery Pack),,682,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:low_voltage_dc_motor,Low Voltage DC Motor,,814,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:dc_connection_harness,DC Connection Harness,,19,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:power_distribution_panel,Power Distribution Panel,,1133,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:external_battery_pack,External Battery Pack,,230,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:repeater,Repeater,,272,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:15_channel_remote,15-Channel Remote,,140,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:5_channel_wall_switch,5-Channel Wall switch,,163,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:hub,Hub,,483,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:charging_kit_5v_1a_charging_box_adapter_charging_cable,"Charging kit (5V 1A Charging Box, Adapter, Charging Cable)",,103,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,automate_home:solar_panel,Solar Panel,,242,,[28],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
roller,motor_accessory,autowand:autowand,Autowand,,166,,[8],UNRESOLVED EXCEPTION,"Hardware/shim quantities, common-valance measured records and Automate shared panels are deployed. Actual-backend tests cover charge ownership, quantity/coupled/dual motor counts and panel capacity. Representative hardware0346, common0349 and panel0350 production checks passed. Exact439-fabric material widths and physical tube/valance association fixes are live in2046fadd; agent live proof is in progress. Shared common-valance retail allocation, undocumented largest-bracket thresholds and current dealer comparisons remain unresolved."
