width,height,color,customSkus,documentedExactBoundaryDonors,dealerMerchandiseCost,customerBaseRetail,sourceEffectiveDate,source,result,liveStatus,exception
23.0,64,Alabaster,,,21.61,64.83,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,64,White,CAMX2764W,,26.3,78.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,64,Alabaster,,,26.3,78.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,64,White,CAMX3064W,AMX3064WH,26.06,78.18,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,64,Alabaster,,,26.06,78.18,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,64,White,CAMX3564W,,32.01,96.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,64,Alabaster,,,32.01,96.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,64,White,CAMX3964W,,34.87,104.61,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,64,Alabaster,,,34.87,104.61,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,64,White,CAMX4364W,,37.73,113.19,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,64,Alabaster,,,37.73,113.19,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,64,White,CAMX4864W,,41.3,123.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,64,Alabaster,,,41.3,123.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,64,White,CAMX5464W,,45.58,136.74,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,64,Alabaster,,,45.58,136.74,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,64,White,CAMX5964W,,49.16,147.48,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,64,Alabaster,,,49.16,147.48,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,64,White,CAMX6364W,,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,64,Alabaster,,,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,64,White,CAMX6964W,,56.31,168.93,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,64,Alabaster,,,56.31,168.93,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,64,White,CAMX7264W,,58.44,175.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,64,Alabaster,,,58.44,175.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,64,White,CAMX7864W,,127.09,381.27,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,64,Alabaster,,,127.09,381.27,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,64,White,CAMX82564W,,134.71,404.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,64,Alabaster,,,134.71,404.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,64,White,CAMX8964W,,143.88,431.64,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,64,Alabaster,,,143.88,431.64,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,64,White,CAMX9564W,,153.03,459.09,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,64,Alabaster,,,153.03,459.09,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,72,White,CAMX1772W,AMX1772WH,24.37,73.11,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,72,Alabaster,,,24.37,73.11,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,72,White,CAMX2372W,AMX2372WH,23.44,70.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,72,Alabaster,CAMX2372A,AMX2372AL,23.44,70.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,72,White,CAMX2772W,AMX2772WH,26.3,78.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,72,Alabaster,CAMX2772A,AMX2772AL,26.3,78.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,72,White,CAMX3072W,AMX3072WH,28.44,85.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,72,Alabaster,CAMX3072A,AMX3072AL,28.44,85.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,72,White,CAMX3572W,AMX3572WH,32.01,96.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,72,Alabaster,CAMX3572A,AMX3572AL,32.01,96.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,72,White,CAMX3972W,AMX3972WH,34.87,104.61,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,72,Alabaster,CAMX3972A,AMX3972AL,34.87,104.61,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,72,White,CAMX4372W,AMX4372WH,37.73,113.19,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,72,Alabaster,CAMX4372A,AMX4372AL,37.73,113.19,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,72,White,CAMX4872W,AMX4872WH,41.3,123.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,72,Alabaster,CAMX4872A,AMX4872AL,41.3,123.9,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,72,White,CAMX5472W,AMX5472WH,45.58,136.74,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,72,Alabaster,CAMX5472A,AMX5472AL,45.58,136.74,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,72,White,CAMX5972W,AMX5972WH,49.16,147.48,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,72,Alabaster,CAMX5972A,AMX5972AL,49.16,147.48,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,72,White,CAMX6372W,AMX6372WH,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,72,Alabaster,CAMX6372A,AMX6372AL,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,72,White,CAMX6972W,AMX6972WH,56.31,168.93,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,72,Alabaster,CAMX6972A,AMX6972AL,56.31,168.93,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,72,White,CAMX7272W,AMX7272WH,58.44,175.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,72,Alabaster,CAMX7272A,AMX7272AL,58.44,175.32,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,72,White,CAMX7872W,AMX7872WH,127.09,381.27,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,72,Alabaster,,AMX7872AL,127.09,381.27,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,72,White,CAMX82572W,,134.71,404.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,72,Alabaster,CAMX82572A,AMX82572AL,134.71,404.13,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,72,White,CAMX8972W,AMX8972WH,143.88,431.64,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,72,Alabaster,CAMX8972A,AMX8972AL,143.88,431.64,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,72,White,CAMX9572W,AMX9572WH,153.03,459.09,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,72,Alabaster,CAMX9572A,AMX9572AL,153.03,459.09,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,84,White,CAMX1784W,AMX1784WH,27.28,81.84,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,84,Alabaster,,,27.28,81.84,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,84,White,CAMX2384W,AMX2384WH,26.18,78.54,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,84,Alabaster,CAMX2384A,AMX2384AL,26.18,78.54,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,84,White,CAMX2784W,AMX2784WH,29.51,88.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,84,Alabaster,CAMX2784A,AMX2784AL,29.51,88.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,84,White,CAMX3084W,,32.84,98.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,84,Alabaster,CAMX3084A,,32.84,98.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,84,White,CAMX3584W,AMX3584WH,36.18,108.54,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
35.0,84,Alabaster,CAMX3584A,AMX3584AL,36.18,108.54,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,84,White,CAMX3984W,AMX3984WH,39.51,118.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
39.0,84,Alabaster,CAMX3984A,AMX3984AL,39.51,118.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,84,White,CAMX4384W,AMX4384WH,42.84,128.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
43.0,84,Alabaster,CAMX4384A,AMX4384AL,42.84,128.52,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,84,White,CAMX4884W,AMX4884WH,47.01,141.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
48.0,84,Alabaster,CAMX4884A,AMX4884AL,47.01,141.03,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,84,White,CAMX5484W,AMX5484WH,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
54.0,84,Alabaster,CAMX5484A,AMX5484AL,52.02,156.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,84,White,CAMX5984W,AMX5984WH,56.19,168.57,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
59.0,84,Alabaster,CAMX5984A,AMX5984AL,56.19,168.57,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,84,White,CAMX6384W,AMX6384WH,59.52,178.56,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
63.0,84,Alabaster,CAMX6384A,AMX6384AL,59.52,178.56,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,84,White,CAMX6984W,AMX6984WH,64.51,193.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
69.0,84,Alabaster,CAMX6984A,AMX6984AL,64.51,193.53,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,84,White,CAMX7284W,AMX7284WH,67.02,201.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
72.0,84,Alabaster,CAMX7284A,AMX7284AL,67.02,201.06,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,84,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
78.0,84,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,84,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
82.5,84,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,84,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
89.0,84,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,84,White,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
95.0,84,Alabaster,,,,,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_cell_unavailable,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,96,White,CAMX1796W,AMX1796WH,23.2,69.6,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
17.0,96,Alabaster,,,23.2,69.6,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,96,White,CAMX2396W,AMX2396WH,28.92,86.76,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
23.0,96,Alabaster,,AMX2396AL,28.92,86.76,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,96,White,CAMX2796W,AMX2796WH,32.72,98.16,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",source_supported_exact_boundary,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
27.0,96,Alabaster,,AMX2796AL,32.72,98.16,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,96,White,CAMX3096W,,36.54,109.62,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",exact_boundary_stock_donor_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
30.0,96,Alabaster,,,36.54,109.62,,"Lotus.pdf p20-24,97; Digital Catalog V1.1.25 p12-13,34",color_ordering_sku_missing,unresolved_exception,Exact boundary geometry/source only; current account price authority and all-in dealer cost remain incomplete; production evidence is representative
